Name,Link,Price,Display Size,Display Resolution,Processor,OS,SSD,Weight,Detailed Specs
Acer Aspire E E5-573G-5147,https://www.gadgets360.com/acer-aspire-e-e5-573g-5147-7315,"₹ 37,789",15.60-inch,1366x768 pixels,Core i5,Linux,N/A,N/A,"{'Brand': 'Acer', 'Model': 'Aspire E E5-573G-5147', 'Price in India': '₹37,789', 'Model Number': 'E5-573G-5147', 'Series': 'Aspire E', 'Dimensions (mm)': '381.60 x 256.00 x 29.20', 'Weight (kg)': '2.4', 'Colours': 'Black', 'Operating system': 'Linux', 'Battery Cell': '4', 'Size': '15.60-inch', 'Resolution': '1366x768 pixels', 'Touch Screen': 'No', 'Processor': 'Intel Core i5 5th Gen 5005U', 'Base Clock Speed': '2 GHz', 'Cache': '3MB', 'RAM': '4GB', 'RAM Slots': '2', 'Expandable RAM up to (GB)': '16GB', 'Graphics Processor': 'Nvidia GeForce 920M', 'Dedicated Graphic Memory Type': 'DDR3', 'Hard disk': '1TB', 'SSD': 'No', 'Wi-Fi standards supported': '802.11 ac', 'Ethernet': 'Gigabit Ethernet', 'Pointer Device': 'Touchpad', 'Touchpad': 'Yes', 'Internal Mic': 'Yes', 'Speakers': 'Stereo Speakers', 'Finger Print Sensor': 'No', 'Number of USB Ports': '3', 'USB Ports': '1 x USB 2.0, 2 x USB 3.0', 'HDMI Port': 'Standard', 'Multi Card Slot': 'SD Card Reader', 'VGA Port': 'Yes', 'RJ45 (LAN)': 'Yes'}"
Asus EeeBook E200HA-FD0004TS,https://www.gadgets360.com/asus-eeebook-e200ha-fd0004ts-7314,"₹ 15,000",11.60-inch,1366x768 pixels,Atom Quad Core,Windows 10 Home,N/A,N/A,"{'Brand': 'Asus', 'Model': 'EeeBook E200HA-FD0004TS', 'Price in India': '₹15,000', 'Model Number': 'E200HA-FD0004TS', 'Series': 'EeeBook', 'Dimensions (mm)': '286.00 x 193.00 x 17.50', 'Weight (kg)': '0.9', 'Colours': 'Dark Blue', 'Operating system': 'Windows 10 Home', 'Battery Cell': '2', 'Size': '11.60-inch', 'Resolution': '1366x768 pixels', 'Touch Screen': 'No', 'Processor': 'Intel Atom Quad Core Z8300', 'Base Clock Speed': '1.44 GHz', 'Cache': '2MB', 'RAM': '2GB', 'Graphics Processor': 'Intel Integrated HD Graphics', 'Dedicated Graphics': 'No', 'Hard disk': 'No', 'SSD': 'No', 'Wi-Fi standards supported': '802.11 ac', 'Bluetooth version': '4.1', 'Pointer Device': 'Touchpad', 'Touchpad': 'Yes', 'Internal Mic': 'Yes', 'Speakers': 'Yes', 'Finger Print Sensor': 'No', 'Number of USB Ports': '2', 'USB Ports': '1 x USB 2.0, 1 x USB 3.0', 'HDMI Port': 'Standard', 'Mic In': 'Yes'}"
Asus M13660-X540LA,https://www.gadgets360.com/asus-m13660-x540la-7313,"₹ 26,178",15.60-inch,1366x768 pixels,Core i3,DOS,N/A,N/A,"{'Brand': 'Asus', 'Model': 'M13660-X540LA', 'Price in India': '₹26,178', 'Model Number': 'M13660-X540LA', 'Weight (kg)': '1.9', 'Colours': 'Gold', 'Operating system': 'DOS', 'Battery Cell': '3', 'Battery Life (up to hours)': '5', 'Size': '15.60-inch', 'Resolution': '1366x768 pixels', 'Touch Screen': 'No', 'Processor': 'Intel Core i3 5005U', 'Base Clock Speed': '2 GHz', 'Cache': '3MB', 'RAM': '4GB', 'RAM Slots': '2', 'Expandable RAM up to (GB)': '8GB', 'Graphics Processor': 'Intel Integrated HD Graphics 5500', 'Dedicated Graphics': 'No', 'Hard disk': '1TB', 'SSD': 'No', 'Wi-Fi standards supported': '802.11 b/g/n', 'Bluetooth version': '4', 'Ethernet': '10/100', 'Web Camera': '0.3-megapixel', 'Pointer Device': 'Touchpad', 'Touchpad': 'Yes', 'Internal Mic': 'Yes', 'Speakers': 'Yes', 'Finger Print Sensor': 'No', 'Number of USB Ports': '3', 'USB Ports': '1 x USB 2.0, 1 x USB 3.0', 'Multi Card Slot': 'SD Card Reader', 'VGA Port': 'Yes', 'Mic In': 'Yes', 'RJ45 (LAN)': 'Yes'}"
Asus P2420LA-W00454D,https://www.gadgets360.com/asus-p2420la-w00454d-7312,"₹ 26,986",14.00-inch,1366x768 pixels,Core i3,DOS,No,N/A,"{'Brand': 'Asus', 'Model': 'P2420LA-W00454D', 'Price in India': '₹26,986', 'Model Number': 'P2420LA-W00454D', 'Dimensions (mm)': '229.00 x 33.00 x 33.02', 'Weight (kg)': '2.05', 'Colours': 'Black', 'Operating system': 'DOS', 'Size': '14.00-inch', 'Resolution': '1366x768 pixels', 'Processor': 'Intel Core i3', 'RAM': '4GB', 'Hard disk': '1TB', 'SSD': 'No', 'Wi-Fi standards supported': '802.11 ac', 'Bluetooth version': '4.2', 'Touchpad': 'Yes', 'Internal Mic': 'Yes', 'Finger Print Sensor': 'No', 'Number of USB Ports': '1', 'Multi Card Slot': 'SD Card Reader', 'Mic In': 'Yes', 'RJ11': 'Yes'}"
Acer Aspire E E15-E5-523,https://www.gadgets360.com/acer-aspire-e-e15-e5-523-7311,"₹ 20,999",15.60-inch,1366x768 pixels,Core i3,Linux,N/A,N/A,"{'Brand': 'Acer', 'Model': 'Aspire E E15-E5-523', 'Price in India': '₹20,999', 'Model Number': 'E15-E5-523', 'Series': 'Aspire E', 'Dimensions (mm)': '381.60 x 259.00 x 23.90', 'Weight (kg)': '2.23', 'Colours': 'Black', 'Operating system': 'Linux', 'Battery Cell': '4', 'Battery Life (up to hours)': '10', 'Size': '15.60-inch', 'Resolution': '1366x768 pixels', 'Touch Screen': 'No', 'Processor': 'AMD Core i3 6006U', 'Base Clock Speed': '2 GHz', 'Cache': '3MB', 'RAM': '4GB', 'RAM Slots': '2', 'Expandable RAM up to (GB)': '16GB', 'Graphics Processor': 'Intel Integrated HD Graphics 520', 'Dedicated Graphics': 'No', 'Hard disk': '1TB', 'SSD': 'No', 'Wi-Fi standards supported': '802.11 a/b/g/n/ac', 'Bluetooth version': '4.1', 'Ethernet': 'Gigabit Ethernet', 'Pointer Device': 'Touchpad', 'Touchpad': 'Yes', 'Internal Mic': 'Yes', 'Speakers': 'Stereo Speakers', 'Finger Print Sensor': 'No', 'Number of USB Ports': '4', 'USB Ports': '1 x USB 2.0, 2 x USB 3.0', 'Multi Card Slot': 'SD Card Reader', 'VGA Port': 'Yes', 'Mic In': 'Yes', 'RJ45 (LAN)': 'Yes'}"
Acer Gateway NE46RS1,https://www.gadgets360.com/acer-gateway-ne46rs1-7310,"₹ 17,497",14.00-inch,N/A,Pentium Dual Core,Linux,N/A,N/A,"{'Brand': 'Acer', 'Model': 'Gateway NE46RS1', 'Price in India': '₹17,497', 'Model Number': 'NE46RS1', 'Series': 'Gateway', 'Colours': 'Black', 'Operating system': 'Linux', 'Size': '14.00-inch', 'Processor': 'Intel Pentium Dual Core', 'RAM': '2GB', 'Hard disk': '320GB', 'SSD': 'No', 'Finger Print Sensor': 'No'}"
Asus E402MA-WX0001T,https://www.gadgets360.com/asus-e402ma-wx0001t-7308,"₹ 16,990",13.30-inch,1366x768 pixels,Celeron Dual Core,Windows 10,N/A,N/A,"{'Brand': 'Asus', 'Model': 'E402MA-WX0001T', 'Price in India': '₹16,990', 'Model Number': 'E402MA-WX0001T', 'Dimensions (mm)': '339.00 x 235.00 x 21.90', 'Weight (kg)': '1.65', 'Colours': 'Blue', 'Operating system': 'Windows 10', 'Battery Cell': '4', 'Battery Life (up to hours)': '6', 'Size': '13.30-inch', 'Resolution': '1366x768 pixels', 'Touch Screen': 'No', 'Processor': 'Intel Celeron Dual Core', 'Cache': '1MB', 'RAM': '2GB', 'Graphics Processor': 'Intel Integrated HD Graphics', 'Dedicated Graphics': 'No', 'Hard disk': '32GB', 'SSD': 'No', 'Wi-Fi standards supported': '802.11 b/g/n', 'Bluetooth version': '4', 'Ethernet': '10/100', 'Pointer Device': 'Touchpad', 'Touchpad': 'Yes', 'Internal Mic': 'Yes', 'Speakers': 'Yes', 'Finger Print Sensor': 'No', 'Number of USB Ports': '2', 'USB Ports': '1 x USB 2.0, 1 x USB 3.0', 'HDMI Port': 'Standard', 'Multi Card Slot': 'SD Card Reader', 'VGA Port': 'Yes', 'RJ45 (LAN)': 'Yes'}"
Asus E402SA-WX013T,https://www.gadgets360.com/asus-e402sa-wx013t-7307,"₹ 16,350",14.00-inch,N/A,Celeron Dual Core,Windows 10 Home,N/A,N/A,"{'Brand': 'Asus', 'Model': 'E402SA-WX013T', 'Price in India': '₹16,350', 'Model Number': 'E402SA-WX013T', 'Colours': 'Dark Blue', 'Operating system': 'Windows 10 Home', 'Size': '14.00-inch', 'Processor': 'Intel Celeron Dual Core', 'RAM': '2GB', 'Hard disk': '32GB', 'SSD': 'No', 'Finger Print Sensor': 'No'}"
Asus ZenBook UX305FA,https://www.gadgets360.com/asus-zenbook-ux305fa-7305,"₹ 41,994",13.30-inch,N/A,Core M,Windows 10,256GB,N/A,"{'Brand': 'Asus', 'Model': 'ZenBook UX305FA', 'Price in India': '₹41,994', 'Model Number': 'UX305FA', 'Series': 'ZenBook', 'Dimensions (mm)': '324.00 x 226.00 x 12.30', 'Weight (kg)': '1.2', 'Colours': 'Black', 'Operating system': 'Windows 10', 'Battery Cell': '3', 'Size': '13.30-inch', 'Touch Screen': 'No', 'Processor': 'Intel Core M 5th Gen 5Y10', 'Base Clock Speed': '2 GHz', 'Cache': '4MB', 'RAM': '4GB', 'Graphics Processor': 'Intel Integrated HD Graphics', 'Dedicated Graphics': 'No', 'Hard disk': 'No', 'SSD': '256GB', 'Wi-Fi standards supported': '802.11 ac', 'Bluetooth version': '4', 'Pointer Device': 'Touchpad', 'Touchpad': 'Yes', 'Internal Mic': 'Yes', 'Speakers': 'Yes', 'Finger Print Sensor': 'No', 'Number of USB Ports': '3', 'USB Ports': '3 x USB 3.0', 'HDMI Port': 'Standard', 'Multi Card Slot': 'SDXC Card Reader', 'Mic In': 'Yes'}"
Asus P2430UA-WO0079D,https://www.gadgets360.com/asus-p2430ua-wo0079d-7304,"₹ 37,399",14.00-inch,1920x1080 pixels,Core i5,DOS,N/A,N/A,"{'Brand': 'Asus', 'Model': 'P2430UA-WO0079D', 'Price in India': '₹37,399', 'Model Number': 'P2430UA-WO0079D', 'Dimensions (mm)': '384.00 x 262.00 x 25.00', 'Weight (kg)': '2.3', 'Colours': 'Black', 'Operating system': 'DOS', 'Battery Cell': '3', 'Size': '14.00-inch', 'Resolution': '1920x1080 pixels', 'Touch Screen': 'No', 'Processor': 'Intel Core i5', 'Cache': '8MB', 'RAM': '4GB', 'RAM Slots': '2', 'Expandable RAM up to (GB)': '32GB', 'Hard disk': '1TB', 'SSD': 'No', 'Wi-Fi standards supported': '802.11 ac', 'Bluetooth version': '5', 'Ethernet': '10/100/1000 Base T', 'Pointer Device': 'Touchpad', 'Touchpad': 'Yes', 'Internal Mic': 'Yes', 'Finger Print Sensor': 'No', 'Number of USB Ports': '3', 'Multi Card Slot': 'SD Card Reader', 'Mic In': 'Yes', 'RJ45 (LAN)': 'Yes'}"
Asus Transformer Book T100,https://www.gadgets360.com/asus-transformer-book-t100-7303,"₹ 9,994",10.10-inch,N/A,Atom Quad Core,Windows 8,N/A,N/A,"{'Brand': 'Asus', 'Model': 'Transformer Book T100', 'Price in India': '₹9,994', 'Model Number': 'T100', 'Series': 'Transformer Book', 'Colours': 'Black', 'Operating system': 'Windows 8', 'Size': '10.10-inch', 'Processor': 'Intel Atom Quad Core', 'RAM': '2GB', 'Hard disk': '32GB', 'SSD': 'No', 'Finger Print Sensor': 'No'}"
Apple MacBook Air MJVE2HN/A,https://www.gadgets360.com/apple-macbook-air-mjve2hn-a-7302,"₹ 72,900",13.30-inch,1440x900 pixels,Core i5,macOS,N/A,N/A,"{'Brand': 'Apple', 'Model': 'MacBook Air MJVE2HN/A', 'Price in India': '₹72,900', 'Model Number': 'MJVE2HN/A', 'Series': 'MacBook Air', 'Dimensions (mm)': '325.00 x 227.00 x 17.00', 'Weight (kg)': '1.35', 'Colours': 'Silver', 'Operating system': 'macOS', 'Battery Life (up to hours)': '12', 'Size': '13.30-inch', 'Resolution': '1440x900 pixels', 'Touch Screen': 'No', 'Processor': 'Intel Core i5 5th Gen 5250U', 'Base Clock Speed': '1.6 GHz', 'Cache': '3MB', 'RAM': '4GB', 'RAM Slots': '1', 'Graphics Processor': 'Intel Integrated HD Graphics', 'Dedicated Graphics': 'No', 'Hard disk': 'No', 'SSD': '128GB', 'Wi-Fi standards supported': '802.11 a/b/g/n/ac', 'Bluetooth version': '4', 'Pointer Device': 'Touchpad', 'Touchpad': 'Yes', 'Internal Mic': 'Yes', 'Speakers': 'Stereo Speakers', 'Finger Print Sensor': 'No', 'Number of USB Ports': '2', 'USB Ports': '2 x USB 3.0', 'Mic In': 'Yes'}"
Dell 13 Z569933SIN9,https://www.gadgets360.com/dell-13-z569933sin9-7301,"₹ 145,490",13.30-inch,1920x1080 pixels,Core i7,Windows 10,N/A,N/A,"{'Brand': 'Dell', 'Model': '13 Z569933SIN9', 'Price in India': '₹1,45,490', 'Model Number': '13 Z569933SIN9', 'Dimensions (mm)': '389.00 x 305.00 x 254.00', 'Weight (kg)': '3.49', 'Colours': 'Grey', 'Operating system': 'Windows 10', 'Battery Cell': '4', 'Size': '13.30-inch', 'Resolution': '1920x1080 pixels', 'Touch Screen': 'No', 'Processor': 'Intel Core i7', 'Cache': '6MB', 'RAM': '16GB', 'Graphics Processor': 'Nvidia GeForce GTX 1070', 'Dedicated Graphic Memory Type': 'DDR5', 'Hard disk': 'No', 'SSD': '512GB', 'Wi-Fi standards supported': '802.11 ac', 'Bluetooth version': '4.1', 'Ethernet': 'Gigabit Ethernet', 'Pointer Device': 'Touchpad', 'Backlit Keyboard': 'Yes', 'Touchpad': 'Yes', 'Internal Mic': 'Yes', 'Finger Print Sensor': 'No', 'Mic In': 'Yes', 'RJ45 (LAN)': 'Yes'}"
Dell Latitude 3440,https://www.gadgets360.com/dell-latitude-3440-7300,N/A,14.00-inch,N/A,Core i5,Windows 8 Professional,N/A,N/A,"{'Brand': 'Dell', 'Model': 'Latitude 3440', 'Price in India': '₹41,000', 'Model Number': '3440', 'Series': 'Latitude', 'Colours': 'Grey', 'Operating system': 'Windows 8 Professional', 'Size': '14.00-inch', 'Processor': 'Intel Core i5', 'RAM': '4GB', 'Hard disk': '500GB', 'SSD': 'No', 'Finger Print Sensor': 'No'}"
Asus X540LA,https://www.gadgets360.com/asus-x540la-7299,"₹ 30,641",15.60-inch,1366x768 pixels,Core i3,Windows 10,N/A,N/A,"{'Brand': 'Asus', 'Model': 'X540LA', 'Price in India': '₹30,641', 'Model Number': 'X540LA', 'Weight (kg)': '1.9', 'Colours': 'Red', 'Operating system': 'Windows 10', 'Battery Cell': '3', 'Battery Life (up to hours)': '5', 'Size': '15.60-inch', 'Resolution': '1366x768 pixels', 'Touch Screen': 'No', 'Processor': 'Intel Core i3 5005U', 'Base Clock Speed': '2 GHz', 'Cache': '3MB', 'RAM': '4GB', 'RAM Slots': '2', 'Expandable RAM up to (GB)': '8GB', 'Graphics Processor': 'Intel Integrated HD Graphics 5500', 'Dedicated Graphics': 'No', 'Hard disk': '1TB', 'SSD': 'No', 'Wi-Fi standards supported': '802.11 b/g/n', 'Bluetooth version': '4', 'Ethernet': '10/100', 'Web Camera': '0.3-megapixel', 'Pointer Device': 'Touchpad', 'Touchpad': 'Yes', 'Internal Mic': 'Yes', 'Speakers': 'Yes', 'Finger Print Sensor': 'No', 'Number of USB Ports': '3', 'USB Ports': '1 x USB 2.0, 1 x USB 3.0', 'Multi Card Slot': 'SD Card Reader', 'VGA Port': 'Yes', 'Mic In': 'Yes', 'RJ45 (LAN)': 'Yes'}"
Asus UX303UB-R4055T,https://www.gadgets360.com/asus-ux303ub-r4055t-7298,"₹ 76,990",13.30-inch,1920x1080 pixels,Core i5,Windows 10,N/A,N/A,"{'Brand': 'Asus', 'Model': 'UX303UB-R4055T', 'Price in India': '₹76,990', 'Model Number': 'UX303UB-R4055T', 'Dimensions (mm)': '223.00 x 223.00 x 19.20', 'Weight (kg)': '1.4', 'Colours': 'Gold', 'Operating system': 'Windows 10', 'Size': '13.30-inch', 'Resolution': '1920x1080 pixels', 'Touch Screen': 'No', 'Processor': 'Intel Core i5', 'RAM': '4GB', 'Hard disk': '1TB', 'SSD': 'No', 'Wi-Fi standards supported': '802.11 ac', 'Bluetooth version': '4.2', 'Touchpad': 'Yes', 'Internal Mic': 'Yes', 'Finger Print Sensor': 'No', 'Number of USB Ports': '3', 'HDMI Port': 'Standard', 'Multi Card Slot': 'SD Card Reader', 'Mic In': 'Yes', 'RJ45 (LAN)': 'Yes'}"
Acer Aspire VX5-591G,https://www.gadgets360.com/acer-aspire-vx5-591g-7297,"₹ 87,999",15.60-inch,1920x1080 pixels,Core i7,Windows 10,N/A,N/A,"{'Brand': 'Acer', 'Model': 'Aspire VX5-591G', 'Price in India': '₹87,999', 'Model Number': 'VX5-591G', 'Series': 'Aspire', 'Dimensions (mm)': '389.00 x 265.50 x 28.90', 'Weight (kg)': '2.5', 'Colours': 'Black', 'Operating system': 'Windows 10', 'Battery Cell': '3', 'Battery Life (up to hours)': '6', 'Size': '15.60-inch', 'Resolution': '1920x1080 pixels', 'Touch Screen': 'No', 'Processor': 'Intel Core i7 7th Gen 7700HQ', 'Base Clock Speed': '2.8 GHz', 'Cache': '6MB', 'RAM': '8GB', 'RAM Slots': '2', 'Expandable RAM up to (GB)': '32GB', 'Graphics Processor': 'Nvidia GeForce GTX 1050', 'Dedicated Graphic Memory Type': 'GDDR5', 'Hard disk': 'No', 'SSD': 'No', 'Wi-Fi standards supported': '802.11 a/b/g/n/ac', 'Bluetooth version': '4.1', 'Ethernet': 'Gigabit Ethernet', 'Pointer Device': 'Touchpad', 'Touchpad': 'Yes', 'Internal Mic': 'Yes', 'Speakers': 'Yes', 'Finger Print Sensor': 'No', 'Number of USB Ports': '4', 'USB Ports': '1 x USB 2.0, 2 x USB 3.0', 'Multi Card Slot': 'SD Card Reader', 'Mic In': 'Yes', 'RJ45 (LAN)': 'Yes'}"
Dell Z567102HIN9,https://www.gadgets360.com/dell-z567102hin9-7296,"₹ 73,262",15.60-inch,1920x1080 pixels,Core i7,Windows 10,N/A,N/A,"{'Brand': 'Dell', 'Model': 'Z567102HIN9', 'Price in India': '₹73,262', 'Model Number': 'Z567102HIN9', 'Dimensions (mm)': '424.00 x 332.00 x 29.90', 'Weight (kg)': '4.42', 'Colours': 'Black', 'Operating system': 'Windows 10', 'Battery Life (up to hours)': '10', 'Size': '15.60-inch', 'Resolution': '1920x1080 pixels', 'Touch Screen': 'No', 'Processor': 'Intel Core i7 7th Gen 7700HQ', 'Base Clock Speed': '2.8 GHz', 'Cache': '6MB', 'RAM': '8GB', 'RAM Slots': '2', 'Graphics Processor': 'Nvidia GeForce GTX 1070', 'Dedicated Graphic Memory Type': 'GDDR5', 'Hard disk': 'No', 'SSD': 'No', 'Wi-Fi standards supported': '802.11 ac', 'Bluetooth version': '4.1', 'Ethernet': 'Gigabit Ethernet', 'Pointer Device': 'Touchpad', 'Touchpad': 'Yes', 'Internal Mic': 'Yes', 'Speakers': 'Yes', 'Finger Print Sensor': 'No', 'Number of USB Ports': '4', 'USB Ports': '2 x USB 3.0, 1 x USB 3.0 (Type C)', 'Multi Card Slot': '1 Micro SD Card Reader', 'Mic In': 'Yes', 'RJ45 (LAN)': 'Yes'}"
Asus X553MA-BING-SX488B,https://www.gadgets360.com/asus-x553ma-bing-sx488b-7295,"₹ 21,999",15.60-inch,1366x768 pixels,Celeron Dual Core,Windows 8.1,N/A,N/A,"{'Brand': 'Asus', 'Model': 'X553MA-BING-SX488B', 'Price in India': '₹21,999', 'Model Number': 'X553MA-BING-SX488B', 'Dimensions (mm)': '380.00 x 258.00 x 25.30', 'Weight (kg)': '2.1', 'Colours': 'Black', 'Operating system': 'Windows 8.1', 'Battery Cell': '2', 'Size': '15.60-inch', 'Resolution': '1366x768 pixels', 'Touch Screen': 'No', 'Processor': 'Intel Celeron Dual Core 4th Gen N2930', 'Base Clock Speed': '1.83 GHz', 'Cache': '2MB', 'RAM': '4GB', 'RAM Slots': '1', 'Expandable RAM up to (GB)': '8GB', 'Graphics Processor': 'Intel Integrated HD Graphics', 'Dedicated Graphics': 'No', 'Hard disk': '500GB', 'SSD': 'No', 'Wi-Fi standards supported': '802.11 b/g/n', 'Bluetooth version': '4', 'Ethernet': '10/100', 'Pointer Device': 'Touchpad', 'Touchpad': 'Yes', 'Internal Mic': 'Yes', 'Speakers': 'Yes', 'Finger Print Sensor': 'No', 'Number of USB Ports': '2', 'USB Ports': '1 x USB 2.0, 1 x USB 3.0', 'HDMI Port': 'Standard', 'VGA Port': 'Yes', 'Mic In': 'Yes', 'RJ45 (LAN)': 'Yes'}"
Asus ZenBook UX305UA,https://www.gadgets360.com/asus-zenbook-ux305ua-7294,"₹ 81,990",13.30-inch,N/A,Core i5,Windows 10,512GB,N/A,"{'Brand': 'Asus', 'Model': 'ZenBook UX305UA', 'Price in India': '₹81,990', 'Model Number': 'UX305UA', 'Series': 'ZenBook', 'Dimensions (mm)': '324.00 x 226.00 x 16.00', 'Weight (kg)': '1.3', 'Colours': 'Black', 'Operating system': 'Windows 10', 'Battery Cell': '3', 'Size': '13.30-inch', 'Touch Screen': 'No', 'Processor': 'Intel Core i5 6th Gen 6200U', 'Base Clock Speed': '2.3 GHz', 'Cache': '3MB', 'RAM': '8GB', 'Graphics Processor': 'Intel Integrated HD Graphics 520', 'Dedicated Graphics': 'No', 'Hard disk': 'No', 'SSD': '512GB', 'Bluetooth version': '4', 'Ethernet': '10/100', 'Pointer Device': 'Touchpad', 'Touchpad': 'Yes', 'Internal Mic': 'Yes', 'Speakers': 'Yes', 'Finger Print Sensor': 'No', 'Number of USB Ports': '3', 'USB Ports': '1 x USB 2.0, 2 x USB 3.0', 'HDMI Port': 'Micro', 'Multi Card Slot': 'SDXC Card Reader', 'Mic In': 'Yes'}"
Dell Inspiron 3452,https://www.gadgets360.com/dell-inspiron-3452-7293,"₹ 16,000",14.00-inch,1920x1080 pixels,Celeron Dual Core,Windows 10,N/A,N/A,"{'Brand': 'Dell', 'Model': 'Inspiron 3452', 'Price in India': '₹16,000', 'Model Number': '3452', 'Series': 'Inspiron', 'Dimensions (mm)': '243.00 x 345.00 x 21.40', 'Weight (kg)': '1.77', 'Colours': 'Black', 'Operating system': 'Windows 10', 'Size': '14.00-inch', 'Resolution': '1920x1080 pixels', 'Touch Screen': 'No', 'Processor': 'Intel Celeron Dual Core', 'RAM': '2GB', 'Hard disk': 'No', 'SSD': '32GB', 'Wi-Fi standards supported': '802.11 ac', 'Bluetooth version': '4.2', 'Touchpad': 'Yes', 'Internal Mic': 'Yes', 'Finger Print Sensor': 'No', 'Number of USB Ports': '3', 'HDMI Port': 'Standard', 'Multi Card Slot': 'SD Card Reader', 'VGA Port': 'Yes', 'Mic In': 'Yes', 'RJ45 (LAN)': 'Yes', 'RJ11': 'Yes'}"
Asus E202SA-FD0014T,https://www.gadgets360.com/asus-e202sa-fd0014t-7292,"₹ 20,299",11.60-inch,1366x768 pixels,Celeron Dual Core,Windows 10,N/A,N/A,"{'Brand': 'Asus', 'Model': 'E202SA-FD0014T', 'Price in India': '₹20,299', 'Model Number': 'E202SA-FD0014T', 'Dimensions (mm)': '193.00 x 297.00 x 21.00', 'Weight (kg)': '1.2', 'Colours': 'Blue', 'Operating system': 'Windows 10', 'Size': '11.60-inch', 'Resolution': '1366x768 pixels', 'Touch Screen': 'No', 'Processor': 'Intel Celeron Dual Core', 'RAM': '2GB', 'Hard disk': '500GB', 'SSD': 'No', 'Wi-Fi standards supported': '802.11 ac', 'Bluetooth version': '4.2', 'Touchpad': 'Yes', 'Internal Mic': 'Yes', 'Finger Print Sensor': 'No', 'Number of USB Ports': '2', 'Multi Card Slot': 'SD Card Reader', 'Mic In': 'Yes', 'RJ45 (LAN)': 'Yes', 'RJ11': 'Yes'}"
Asus P2420LA-WO0614D,https://www.gadgets360.com/asus-p2420la-wo0614d-7291,"₹ 43,990",14.00-inch,1920x1080 pixels,Core i7,DOS,N/A,N/A,"{'Brand': 'Asus', 'Model': 'P2420LA-WO0614D', 'Price in India': '₹43,990', 'Model Number': 'P2420LA-WO0614D', 'Dimensions (mm)': '384.00 x 262.00 x 25.00', 'Weight (kg)': '2.3', 'Colours': 'Black', 'Operating system': 'DOS', 'Battery Cell': '3', 'Size': '14.00-inch', 'Resolution': '1920x1080 pixels', 'Touch Screen': 'No', 'Processor': 'Intel Core i7', 'Cache': '8MB', 'RAM': '4GB', 'RAM Slots': '2', 'Expandable RAM up to (GB)': '32GB', 'Hard disk': '500GB', 'SSD': 'No', 'Wi-Fi standards supported': '802.11 ac', 'Bluetooth version': '5', 'Ethernet': '10/100/1000 Base T', 'Pointer Device': 'Touchpad', 'Touchpad': 'Yes', 'Internal Mic': 'Yes', 'Finger Print Sensor': 'No', 'Number of USB Ports': '3', 'Multi Card Slot': 'SD Card Reader', 'Mic In': 'Yes', 'RJ45 (LAN)': 'Yes'}"
Apple MacBook MK4M2HN/A,https://www.gadgets360.com/apple-macbook-mk4m2hn-a-7290,"₹ 97,500",12.00-inch,2304x1440 pixels,Core M,macOS,N/A,N/A,"{'Brand': 'Apple', 'Model': 'MacBook MK4M2HN/A', 'Price in India': '₹97,500', 'Model Number': 'MK4M2HN/A', 'Series': 'MacBook', 'Dimensions (mm)': '280.50 x 196.50 x 13.10', 'Weight (kg)': '0.9', 'Colours': 'Gold', 'Operating system': 'macOS', 'Battery Life (up to hours)': '9', 'Size': '12.00-inch', 'Resolution': '2304x1440 pixels', 'Touch Screen': 'No', 'Processor': 'Intel Core M 5th Gen 5Y10', 'Cache': '4MB', 'RAM': '8GB', 'RAM Slots': '1', 'Graphics Processor': 'Intel Integrated HD Graphics', 'Dedicated Graphics': 'No', 'Hard disk': 'No', 'SSD': '256GB', 'Wi-Fi standards supported': '802.11 a/b/g/n/ac', 'Bluetooth version': '4', 'Web Camera': 'Yes', 'Pointer Device': 'Touchpad', 'Touchpad': 'Yes', 'Internal Mic': 'Yes', 'Speakers': 'Stereo Speakers', 'Finger Print Sensor': 'No', 'Number of USB Ports': '1', 'HDMI Port': 'Standard', 'VGA Port': 'Yes'}"
Apple MacBook MF855HN/A,https://www.gadgets360.com/apple-macbook-mf855hn-a-7289,"₹ 83,444",12.00-inch,2304x1440 pixels,Core M,macOS,N/A,N/A,"{'Brand': 'Apple', 'Model': 'MacBook MF855HN/A', 'Price in India': '₹83,444', 'Model Number': 'MF855HN/A', 'Series': 'MacBook', 'Dimensions (mm)': '196.50 x 280.50 x 13.10', 'Weight (kg)': '0.9', 'Colours': 'Silver', 'Operating system': 'macOS', 'Size': '12.00-inch', 'Resolution': '2304x1440 pixels', 'Touch Screen': 'No', 'Processor': 'Intel Core M', 'RAM': '6GB', 'RAM Slots': '1', 'Hard disk': 'No', 'SSD': '256GB', 'Wi-Fi standards supported': '802.11 ac', 'Bluetooth version': '4.2', 'Touchpad': 'Yes', 'Internal Mic': 'Yes', 'Finger Print Sensor': 'No', 'Number of USB Ports': '1', 'Multi Card Slot': 'SD Card Reader', 'Mic In': 'Yes', 'RJ45 (LAN)': 'Yes', 'RJ11': 'Yes'}"
